"name"	"description"	"page"
"1561"	"hhucho_homolog_subtype"	"Last common ancestor with Huchen"	"homologs"
"1562"	"hhucho_homolog_orthology_type"	"Huchen homology type"	"homologs"
"1563"	"hhucho_homolog_perc_id"	"%id. target Huchen gene identical to query gene"	"homologs"
"1564"	"hhucho_homolog_perc_id_r1"	"%id. query gene identical to target Huchen gene"	"homologs"
"1565"	"hhucho_homolog_goc_score"	"Huchen Gene-order conservation score"	"homologs"
"1566"	"hhucho_homolog_wga_coverage"	"Huchen Whole-genome alignment coverage"	"homologs"
"1567"	"hhucho_homolog_orthology_confidence"	"Huchen orthology confidence [0 low, 1 high]"	"homologs"
"1568"	"bihybrid_homolog_ensembl_gene"	"Hybrid - Bos Indicus gene stable ID"	"homologs"
"1569"	"bihybrid_homolog_associated_gene_name"	"Hybrid - Bos Indicus gene name"	"homologs"
"1570"	"bihybrid_homolog_ensembl_peptide"	"Hybrid - Bos Indicus protein or transcript stable ID"	"homologs"
"1571"	"bihybrid_homolog_chromosome"	"Hybrid - Bos Indicus chromosome/scaffold name"	"homologs"
"1572"	"bihybrid_homolog_chrom_start"	"Hybrid - Bos Indicus chromosome/scaffold start (bp)"	"homologs"
"1573"	"bihybrid_homolog_chrom_end"	"Hybrid - Bos Indicus chromosome/scaffold end (bp)"	"homologs"
"1574"	"bihybrid_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1575"	"bihybrid_homolog_subtype"	"Last common ancestor with Hybrid - Bos Indicus"	"homologs"
"1576"	"bihybrid_homolog_orthology_type"	"Hybrid - Bos Indicus homology type"	"homologs"
"1577"	"bihybrid_homolog_perc_id"	"%id. target Hybrid - Bos Indicus gene identical to query gene"	"homologs"
"1578"	"bihybrid_homolog_perc_id_r1"	"%id. query gene identical to target Hybrid - Bos Indicus gene"	"homologs"
"1579"	"bihybrid_homolog_goc_score"	"Hybrid - Bos Indicus Gene-order conservation score"	"homologs"
"1580"	"bihybrid_homolog_wga_coverage"	"Hybrid - Bos Indicus Whole-genome alignment coverage"	"homologs"
"1581"	"bihybrid_homolog_orthology_confidence"	"Hybrid - Bos Indicus orthology confidence [0 low, 1 high]"	"homologs"
"1582"	"bthybrid_homolog_ensembl_gene"	"Hybrid - Bos Taurus gene stable ID"	"homologs"
"1583"	"bthybrid_homolog_associated_gene_name"	"Hybrid - Bos Taurus gene name"	"homologs"
"1584"	"bthybrid_homolog_ensembl_peptide"	"Hybrid - Bos Taurus protein or transcript stable ID"	"homologs"
"1585"	"bthybrid_homolog_chromosome"	"Hybrid - Bos Taurus chromosome/scaffold name"	"homologs"
"1586"	"bthybrid_homolog_chrom_start"	"Hybrid - Bos Taurus chromosome/scaffold start (bp)"	"homologs"
"1587"	"bthybrid_homolog_chrom_end"	"Hybrid - Bos Taurus chromosome/scaffold end (bp)"	"homologs"
"1588"	"bthybrid_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1589"	"bthybrid_homolog_subtype"	"Last common ancestor with Hybrid - Bos Taurus"	"homologs"
"1590"	"bthybrid_homolog_orthology_type"	"Hybrid - Bos Taurus homology type"	"homologs"
"1591"	"bthybrid_homolog_perc_id"	"%id. target Hybrid - Bos Taurus gene identical to query gene"	"homologs"
"1592"	"bthybrid_homolog_perc_id_r1"	"%id. query gene identical to target Hybrid - Bos Taurus gene"	"homologs"
"1593"	"bthybrid_homolog_goc_score"	"Hybrid - Bos Taurus Gene-order conservation score"	"homologs"
"1594"	"bthybrid_homolog_wga_coverage"	"Hybrid - Bos Taurus Whole-genome alignment coverage"	"homologs"
"1595"	"bthybrid_homolog_orthology_confidence"	"Hybrid - Bos Taurus orthology confidence [0 low, 1 high]"	"homologs"
"1596"	"pcapensis_homolog_ensembl_gene"	"Hyrax gene stable ID"	"homologs"
"1597"	"pcapensis_homolog_associated_gene_name"	"Hyrax gene name"	"homologs"
"1598"	"pcapensis_homolog_ensembl_peptide"	"Hyrax protein or transcript stable ID"	"homologs"
"1599"	"pcapensis_homolog_chromosome"	"Hyrax chromosome/scaffold name"	"homologs"
"1600"	"pcapensis_homolog_chrom_start"	"Hyrax chromosome/scaffold start (bp)"	"homologs"
"1601"	"pcapensis_homolog_chrom_end"	"Hyrax chromosome/scaffold end (bp)"	"homologs"
"1602"	"pcapensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1603"	"pcapensis_homolog_subtype"	"Last common ancestor with Hyrax"	"homologs"
"1604"	"pcapensis_homolog_orthology_type"	"Hyrax homology type"	"homologs"
"1605"	"pcapensis_homolog_perc_id"	"%id. target Hyrax gene identical to query gene"	"homologs"
"1606"	"pcapensis_homolog_perc_id_r1"	"%id. query gene identical to target Hyrax gene"	"homologs"
"1607"	"pcapensis_homolog_goc_score"	"Hyrax Gene-order conservation score"	"homologs"
"1608"	"pcapensis_homolog_wga_coverage"	"Hyrax Whole-genome alignment coverage"	"homologs"
"1609"	"pcapensis_homolog_orthology_confidence"	"Hyrax orthology confidence [0 low, 1 high]"	"homologs"
"1610"	"pranga_homolog_ensembl_gene"	"Indian glassy fish gene stable ID"	"homologs"
"1611"	"pranga_homolog_associated_gene_name"	"Indian glassy fish gene name"	"homologs"
"1612"	"pranga_homolog_ensembl_peptide"	"Indian glassy fish protein or transcript stable ID"	"homologs"
"1613"	"pranga_homolog_chromosome"	"Indian glassy fish chromosome/scaffold name"	"homologs"
"1614"	"pranga_homolog_chrom_start"	"Indian glassy fish chromosome/scaffold start (bp)"	"homologs"
"1615"	"pranga_homolog_chrom_end"	"Indian glassy fish chromosome/scaffold end (bp)"	"homologs"
"1616"	"pranga_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1617"	"pranga_homolog_subtype"	"Last common ancestor with Indian glassy fish"	"homologs"
"1618"	"pranga_homolog_orthology_type"	"Indian glassy fish homology type"	"homologs"
"1619"	"pranga_homolog_perc_id"	"%id. target Indian glassy fish gene identical to query gene"	"homologs"
"1620"	"pranga_homolog_perc_id_r1"	"%id. query gene identical to target Indian glassy fish gene"	"homologs"
"1621"	"pranga_homolog_goc_score"	"Indian glassy fish Gene-order conservation score"	"homologs"
"1622"	"pranga_homolog_wga_coverage"	"Indian glassy fish Whole-genome alignment coverage"	"homologs"
"1623"	"pranga_homolog_orthology_confidence"	"Indian glassy fish orthology confidence [0 low, 1 high]"	"homologs"
"1624"	"omelastigma_homolog_ensembl_gene"	"Indian medaka gene stable ID"	"homologs"
"1625"	"omelastigma_homolog_associated_gene_name"	"Indian medaka gene name"	"homologs"
"1626"	"omelastigma_homolog_ensembl_peptide"	"Indian medaka protein or transcript stable ID"	"homologs"
"1627"	"omelastigma_homolog_chromosome"	"Indian medaka chromosome/scaffold name"	"homologs"
"1628"	"omelastigma_homolog_chrom_start"	"Indian medaka chromosome/scaffold start (bp)"	"homologs"
"1629"	"omelastigma_homolog_chrom_end"	"Indian medaka chromosome/scaffold end (bp)"	"homologs"
"1630"	"omelastigma_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1631"	"omelastigma_homolog_subtype"	"Last common ancestor with Indian medaka"	"homologs"
"1632"	"omelastigma_homolog_orthology_type"	"Indian medaka homology type"	"homologs"
"1633"	"omelastigma_homolog_perc_id"	"%id. target Indian medaka gene identical to query gene"	"homologs"
"1634"	"omelastigma_homolog_perc_id_r1"	"%id. query gene identical to target Indian medaka gene"	"homologs"
"1635"	"omelastigma_homolog_goc_score"	"Indian medaka Gene-order conservation score"	"homologs"
"1636"	"omelastigma_homolog_wga_coverage"	"Indian medaka Whole-genome alignment coverage"	"homologs"
"1637"	"omelastigma_homolog_orthology_confidence"	"Indian medaka orthology confidence [0 low, 1 high]"	"homologs"
"1638"	"olhni_homolog_ensembl_gene"	"Japanese medaka HNI gene stable ID"	"homologs"
"1639"	"olhni_homolog_associated_gene_name"	"Japanese medaka HNI gene name"	"homologs"
"1640"	"olhni_homolog_ensembl_peptide"	"Japanese medaka HNI protein or transcript stable ID"	"homologs"
"1641"	"olhni_homolog_chromosome"	"Japanese medaka HNI chromosome/scaffold name"	"homologs"
"1642"	"olhni_homolog_chrom_start"	"Japanese medaka HNI chromosome/scaffold start (bp)"	"homologs"
"1643"	"olhni_homolog_chrom_end"	"Japanese medaka HNI chromosome/scaffold end (bp)"	"homologs"
"1644"	"olhni_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1645"	"olhni_homolog_subtype"	"Last common ancestor with Japanese medaka HNI"	"homologs"
"1646"	"olhni_homolog_orthology_type"	"Japanese medaka HNI homology type"	"homologs"
"1647"	"olhni_homolog_perc_id"	"%id. target Japanese medaka HNI gene identical to query gene"	"homologs"
"1648"	"olhni_homolog_perc_id_r1"	"%id. query gene identical to target Japanese medaka HNI gene"	"homologs"
"1649"	"olhni_homolog_goc_score"	"Japanese medaka HNI Gene-order conservation score"	"homologs"
"1650"	"olhni_homolog_wga_coverage"	"Japanese medaka HNI Whole-genome alignment coverage"	"homologs"
"1651"	"olhni_homolog_orthology_confidence"	"Japanese medaka HNI orthology confidence [0 low, 1 high]"	"homologs"
"1652"	"olhsok_homolog_ensembl_gene"	"Japanese medaka HSOK gene stable ID"	"homologs"
"1653"	"olhsok_homolog_associated_gene_name"	"Japanese medaka HSOK gene name"	"homologs"
"1654"	"olhsok_homolog_ensembl_peptide"	"Japanese medaka HSOK protein or transcript stable ID"	"homologs"
"1655"	"olhsok_homolog_chromosome"	"Japanese medaka HSOK chromosome/scaffold name"	"homologs"
"1656"	"olhsok_homolog_chrom_start"	"Japanese medaka HSOK chromosome/scaffold start (bp)"	"homologs"
"1657"	"olhsok_homolog_chrom_end"	"Japanese medaka HSOK chromosome/scaffold end (bp)"	"homologs"
"1658"	"olhsok_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1659"	"olhsok_homolog_subtype"	"Last common ancestor with Japanese medaka HSOK"	"homologs"
"1660"	"olhsok_homolog_orthology_type"	"Japanese medaka HSOK homology type"	"homologs"
"1661"	"olhsok_homolog_perc_id"	"%id. target Japanese medaka HSOK gene identical to query gene"	"homologs"
"1662"	"olhsok_homolog_perc_id_r1"	"%id. query gene identical to target Japanese medaka HSOK gene"	"homologs"
"1663"	"olhsok_homolog_goc_score"	"Japanese medaka HSOK Gene-order conservation score"	"homologs"
"1664"	"olhsok_homolog_wga_coverage"	"Japanese medaka HSOK Whole-genome alignment coverage"	"homologs"
"1665"	"olhsok_homolog_orthology_confidence"	"Japanese medaka HSOK orthology confidence [0 low, 1 high]"	"homologs"
"1666"	"olatipes_homolog_ensembl_gene"	"Japanese medaka HdrR gene stable ID"	"homologs"
"1667"	"olatipes_homolog_associated_gene_name"	"Japanese medaka HdrR gene name"	"homologs"
"1668"	"olatipes_homolog_ensembl_peptide"	"Japanese medaka HdrR protein or transcript stable ID"	"homologs"
"1669"	"olatipes_homolog_chromosome"	"Japanese medaka HdrR chromosome/scaffold name"	"homologs"
"1670"	"olatipes_homolog_chrom_start"	"Japanese medaka HdrR chromosome/scaffold start (bp)"	"homologs"
"1671"	"olatipes_homolog_chrom_end"	"Japanese medaka HdrR chromosome/scaffold end (bp)"	"homologs"
"1672"	"olatipes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1673"	"olatipes_homolog_subtype"	"Last common ancestor with Japanese medaka HdrR"	"homologs"
"1674"	"olatipes_homolog_orthology_type"	"Japanese medaka HdrR homology type"	"homologs"
"1675"	"olatipes_homolog_perc_id"	"%id. target Japanese medaka HdrR gene identical to query gene"	"homologs"
"1676"	"olatipes_homolog_perc_id_r1"	"%id. query gene identical to target Japanese medaka HdrR gene"	"homologs"
"1677"	"olatipes_homolog_goc_score"	"Japanese medaka HdrR Gene-order conservation score"	"homologs"
"1678"	"olatipes_homolog_wga_coverage"	"Japanese medaka HdrR Whole-genome alignment coverage"	"homologs"
"1679"	"olatipes_homolog_orthology_confidence"	"Japanese medaka HdrR orthology confidence [0 low, 1 high]"	"homologs"
"1680"	"cjaponica_homolog_ensembl_gene"	"Japanese quail gene stable ID"	"homologs"
"1681"	"cjaponica_homolog_associated_gene_name"	"Japanese quail gene name"	"homologs"
"1682"	"cjaponica_homolog_ensembl_peptide"	"Japanese quail protein or transcript stable ID"	"homologs"
"1683"	"cjaponica_homolog_chromosome"	"Japanese quail chromosome/scaffold name"	"homologs"
"1684"	"cjaponica_homolog_chrom_start"	"Japanese quail chromosome/scaffold start (bp)"	"homologs"
"1685"	"cjaponica_homolog_chrom_end"	"Japanese quail chromosome/scaffold end (bp)"	"homologs"
"1686"	"cjaponica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1687"	"cjaponica_homolog_subtype"	"Last common ancestor with Japanese quail"	"homologs"
"1688"	"cjaponica_homolog_orthology_type"	"Japanese quail homology type"	"homologs"
"1689"	"cjaponica_homolog_perc_id"	"%id. target Japanese quail gene identical to query gene"	"homologs"
"1690"	"cjaponica_homolog_perc_id_r1"	"%id. query gene identical to target Japanese quail gene"	"homologs"
"1691"	"cjaponica_homolog_goc_score"	"Japanese quail Gene-order conservation score"	"homologs"
"1692"	"cjaponica_homolog_wga_coverage"	"Japanese quail Whole-genome alignment coverage"	"homologs"
"1693"	"cjaponica_homolog_orthology_confidence"	"Japanese quail orthology confidence [0 low, 1 high]"	"homologs"
"1694"	"sfasciatus_homolog_ensembl_gene"	"Jewelled blenny gene stable ID"	"homologs"
"1695"	"sfasciatus_homolog_associated_gene_name"	"Jewelled blenny gene name"	"homologs"
"1696"	"sfasciatus_homolog_ensembl_peptide"	"Jewelled blenny protein or transcript stable ID"	"homologs"
"1697"	"sfasciatus_homolog_chromosome"	"Jewelled blenny chromosome/scaffold name"	"homologs"
"1698"	"sfasciatus_homolog_chrom_start"	"Jewelled blenny chromosome/scaffold start (bp)"	"homologs"
"1699"	"sfasciatus_homolog_chrom_end"	"Jewelled blenny chromosome/scaffold end (bp)"	"homologs"
"1700"	"sfasciatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1701"	"sfasciatus_homolog_subtype"	"Last common ancestor with Jewelled blenny"	"homologs"
"1702"	"sfasciatus_homolog_orthology_type"	"Jewelled blenny homology type"	"homologs"
"1703"	"sfasciatus_homolog_perc_id"	"%id. target Jewelled blenny gene identical to query gene"	"homologs"
"1704"	"sfasciatus_homolog_perc_id_r1"	"%id. query gene identical to target Jewelled blenny gene"	"homologs"
"1705"	"sfasciatus_homolog_goc_score"	"Jewelled blenny Gene-order conservation score"	"homologs"
"1706"	"sfasciatus_homolog_wga_coverage"	"Jewelled blenny Whole-genome alignment coverage"	"homologs"
"1707"	"sfasciatus_homolog_orthology_confidence"	"Jewelled blenny orthology confidence [0 low, 1 high]"	"homologs"
"1708"	"shabroptila_homolog_ensembl_gene"	"Kakapo gene stable ID"	"homologs"
"1709"	"shabroptila_homolog_associated_gene_name"	"Kakapo gene name"	"homologs"
"1710"	"shabroptila_homolog_ensembl_peptide"	"Kakapo protein or transcript stable ID"	"homologs"
"1711"	"shabroptila_homolog_chromosome"	"Kakapo chromosome/scaffold name"	"homologs"
"1712"	"shabroptila_homolog_chrom_start"	"Kakapo chromosome/scaffold start (bp)"	"homologs"
"1713"	"shabroptila_homolog_chrom_end"	"Kakapo chromosome/scaffold end (bp)"	"homologs"
"1714"	"shabroptila_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1715"	"shabroptila_homolog_subtype"	"Last common ancestor with Kakapo"	"homologs"
"1716"	"shabroptila_homolog_orthology_type"	"Kakapo homology type"	"homologs"
"1717"	"shabroptila_homolog_perc_id"	"%id. target Kakapo gene identical to query gene"	"homologs"
"1718"	"shabroptila_homolog_perc_id_r1"	"%id. query gene identical to target Kakapo gene"	"homologs"
"1719"	"shabroptila_homolog_goc_score"	"Kakapo Gene-order conservation score"	"homologs"
"1720"	"shabroptila_homolog_wga_coverage"	"Kakapo Whole-genome alignment coverage"	"homologs"
"1721"	"shabroptila_homolog_orthology_confidence"	"Kakapo orthology confidence [0 low, 1 high]"	"homologs"
"1722"	"dordii_homolog_ensembl_gene"	"Kangaroo rat gene stable ID"	"homologs"
"1723"	"dordii_homolog_associated_gene_name"	"Kangaroo rat gene name"	"homologs"
"1724"	"dordii_homolog_ensembl_peptide"	"Kangaroo rat protein or transcript stable ID"	"homologs"
"1725"	"dordii_homolog_chromosome"	"Kangaroo rat chromosome/scaffold name"	"homologs"
"1726"	"dordii_homolog_chrom_start"	"Kangaroo rat chromosome/scaffold start (bp)"	"homologs"
"1727"	"dordii_homolog_chrom_end"	"Kangaroo rat chromosome/scaffold end (bp)"	"homologs"
"1728"	"dordii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1729"	"dordii_homolog_subtype"	"Last common ancestor with Kangaroo rat"	"homologs"
"1730"	"dordii_homolog_orthology_type"	"Kangaroo rat homology type"	"homologs"
"1731"	"dordii_homolog_perc_id"	"%id. target Kangaroo rat gene identical to query gene"	"homologs"
"1732"	"dordii_homolog_perc_id_r1"	"%id. query gene identical to target Kangaroo rat gene"	"homologs"
"1733"	"dordii_homolog_goc_score"	"Kangaroo rat Gene-order conservation score"	"homologs"
"1734"	"dordii_homolog_wga_coverage"	"Kangaroo rat Whole-genome alignment coverage"	"homologs"
"1735"	"dordii_homolog_orthology_confidence"	"Kangaroo rat orthology confidence [0 low, 1 high]"	"homologs"
"1736"	"pcinereus_homolog_ensembl_gene"	"Koala gene stable ID"	"homologs"
"1737"	"pcinereus_homolog_associated_gene_name"	"Koala gene name"	"homologs"
"1738"	"pcinereus_homolog_ensembl_peptide"	"Koala protein or transcript stable ID"	"homologs"
"1739"	"pcinereus_homolog_chromosome"	"Koala chromosome/scaffold name"	"homologs"
"1740"	"pcinereus_homolog_chrom_start"	"Koala chromosome/scaffold start (bp)"	"homologs"
"1741"	"pcinereus_homolog_chrom_end"	"Koala chromosome/scaffold end (bp)"	"homologs"
"1742"	"pcinereus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1743"	"pcinereus_homolog_subtype"	"Last common ancestor with Koala"	"homologs"
"1744"	"pcinereus_homolog_orthology_type"	"Koala homology type"	"homologs"
"1745"	"pcinereus_homolog_perc_id"	"%id. target Koala gene identical to query gene"	"homologs"
"1746"	"pcinereus_homolog_perc_id_r1"	"%id. query gene identical to target Koala gene"	"homologs"
"1747"	"pcinereus_homolog_goc_score"	"Koala Gene-order conservation score"	"homologs"
"1748"	"pcinereus_homolog_wga_coverage"	"Koala Whole-genome alignment coverage"	"homologs"
"1749"	"pcinereus_homolog_orthology_confidence"	"Koala orthology confidence [0 low, 1 high]"	"homologs"
"1750"	"pmarinus_homolog_ensembl_gene"	"Lamprey gene stable ID"	"homologs"
"1751"	"pmarinus_homolog_associated_gene_name"	"Lamprey gene name"	"homologs"
"1752"	"pmarinus_homolog_ensembl_peptide"	"Lamprey protein or transcript stable ID"	"homologs"
"1753"	"pmarinus_homolog_chromosome"	"Lamprey chromosome/scaffold name"	"homologs"
"1754"	"pmarinus_homolog_chrom_start"	"Lamprey chromosome/scaffold start (bp)"	"homologs"
"1755"	"pmarinus_homolog_chrom_end"	"Lamprey chromosome/scaffold end (bp)"	"homologs"
"1756"	"pmarinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1757"	"pmarinus_homolog_subtype"	"Last common ancestor with Lamprey"	"homologs"
"1758"	"pmarinus_homolog_orthology_type"	"Lamprey homology type"	"homologs"
"1759"	"pmarinus_homolog_perc_id"	"%id. target Lamprey gene identical to query gene"	"homologs"
"1760"	"pmarinus_homolog_perc_id_r1"	"%id. query gene identical to target Lamprey gene"	"homologs"
"1761"	"pmarinus_homolog_wga_coverage"	"Lamprey Whole-genome alignment coverage"	"homologs"
"1762"	"pmarinus_homolog_orthology_confidence"	"Lamprey orthology confidence [0 low, 1 high]"	"homologs"
"1763"	"lcrocea_homolog_ensembl_gene"	"Large yellow croaker gene stable ID"	"homologs"
"1764"	"lcrocea_homolog_associated_gene_name"	"Large yellow croaker gene name"	"homologs"
"1765"	"lcrocea_homolog_ensembl_peptide"	"Large yellow croaker protein or transcript stable ID"	"homologs"
"1766"	"lcrocea_homolog_chromosome"	"Large yellow croaker chromosome/scaffold name"	"homologs"
"1767"	"lcrocea_homolog_chrom_start"	"Large yellow croaker chromosome/scaffold start (bp)"	"homologs"
"1768"	"lcrocea_homolog_chrom_end"	"Large yellow croaker chromosome/scaffold end (bp)"	"homologs"
"1769"	"lcrocea_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1770"	"lcrocea_homolog_subtype"	"Last common ancestor with Large yellow croaker"	"homologs"
"1771"	"lcrocea_homolog_orthology_type"	"Large yellow croaker homology type"	"homologs"
"1772"	"lcrocea_homolog_perc_id"	"%id. target Large yellow croaker gene identical to query gene"	"homologs"
"1773"	"lcrocea_homolog_perc_id_r1"	"%id. query gene identical to target Large yellow croaker gene"	"homologs"
"1774"	"lcrocea_homolog_goc_score"	"Large yellow croaker Gene-order conservation score"	"homologs"
"1775"	"lcrocea_homolog_wga_coverage"	"Large yellow croaker Whole-genome alignment coverage"	"homologs"
"1776"	"lcrocea_homolog_orthology_confidence"	"Large yellow croaker orthology confidence [0 low, 1 high]"	"homologs"
"1777"	"ppardus_homolog_ensembl_gene"	"Leopard gene stable ID"	"homologs"
"1778"	"ppardus_homolog_associated_gene_name"	"Leopard gene name"	"homologs"
"1779"	"ppardus_homolog_ensembl_peptide"	"Leopard protein or transcript stable ID"	"homologs"
"1780"	"ppardus_homolog_chromosome"	"Leopard chromosome/scaffold name"	"homologs"
"1781"	"ppardus_homolog_chrom_start"	"Leopard chromosome/scaffold start (bp)"	"homologs"
"1782"	"ppardus_homolog_chrom_end"	"Leopard chromosome/scaffold end (bp)"	"homologs"
"1783"	"ppardus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1784"	"ppardus_homolog_subtype"	"Last common ancestor with Leopard"	"homologs"
"1785"	"ppardus_homolog_orthology_type"	"Leopard homology type"	"homologs"
"1786"	"ppardus_homolog_perc_id"	"%id. target Leopard gene identical to query gene"	"homologs"
"1787"	"ppardus_homolog_perc_id_r1"	"%id. query gene identical to target Leopard gene"	"homologs"
"1788"	"ppardus_homolog_goc_score"	"Leopard Gene-order conservation score"	"homologs"
"1789"	"ppardus_homolog_wga_coverage"	"Leopard Whole-genome alignment coverage"	"homologs"
"1790"	"ppardus_homolog_orthology_confidence"	"Leopard orthology confidence [0 low, 1 high]"	"homologs"
"1791"	"jjaculus_homolog_ensembl_gene"	"Lesser Egyptian jerboa gene stable ID"	"homologs"
"1792"	"jjaculus_homolog_associated_gene_name"	"Lesser Egyptian jerboa gene name"	"homologs"
"1793"	"jjaculus_homolog_ensembl_peptide"	"Lesser Egyptian jerboa protein or transcript stable ID"	"homologs"
"1794"	"jjaculus_homolog_chromosome"	"Lesser Egyptian jerboa chromosome/scaffold name"	"homologs"
"1795"	"jjaculus_homolog_chrom_start"	"Lesser Egyptian jerboa chromosome/scaffold start (bp)"	"homologs"
"1796"	"jjaculus_homolog_chrom_end"	"Lesser Egyptian jerboa chromosome/scaffold end (bp)"	"homologs"
"1797"	"jjaculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1798"	"jjaculus_homolog_subtype"	"Last common ancestor with Lesser Egyptian jerboa"	"homologs"
"1799"	"jjaculus_homolog_orthology_type"	"Lesser Egyptian jerboa homology type"	"homologs"
"1800"	"jjaculus_homolog_perc_id"	"%id. target Lesser Egyptian jerboa gene identical to query gene"	"homologs"
"1801"	"jjaculus_homolog_perc_id_r1"	"%id. query gene identical to target Lesser Egyptian jerboa gene"	"homologs"
"1802"	"jjaculus_homolog_goc_score"	"Lesser Egyptian jerboa Gene-order conservation score"	"homologs"
"1803"	"jjaculus_homolog_wga_coverage"	"Lesser Egyptian jerboa Whole-genome alignment coverage"	"homologs"
"1804"	"jjaculus_homolog_orthology_confidence"	"Lesser Egyptian jerboa orthology confidence [0 low, 1 high]"	"homologs"
"1805"	"etelfairi_homolog_ensembl_gene"	"Lesser hedgehog tenrec gene stable ID"	"homologs"
"1806"	"etelfairi_homolog_associated_gene_name"	"Lesser hedgehog tenrec gene name"	"homologs"
"1807"	"etelfairi_homolog_ensembl_peptide"	"Lesser hedgehog tenrec protein or transcript stable ID"	"homologs"
"1808"	"etelfairi_homolog_chromosome"	"Lesser hedgehog tenrec chromosome/scaffold name"	"homologs"
"1809"	"etelfairi_homolog_chrom_start"	"Lesser hedgehog tenrec chromosome/scaffold start (bp)"	"homologs"
"1810"	"etelfairi_homolog_chrom_end"	"Lesser hedgehog tenrec chromosome/scaffold end (bp)"	"homologs"
"1811"	"etelfairi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1812"	"etelfairi_homolog_subtype"	"Last common ancestor with Lesser hedgehog tenrec"	"homologs"
"1813"	"etelfairi_homolog_orthology_type"	"Lesser hedgehog tenrec homology type"	"homologs"
"1814"	"etelfairi_homolog_perc_id"	"%id. target Lesser hedgehog tenrec gene identical to query gene"	"homologs"
"1815"	"etelfairi_homolog_perc_id_r1"	"%id. query gene identical to target Lesser hedgehog tenrec gene"	"homologs"
"1816"	"etelfairi_homolog_goc_score"	"Lesser hedgehog tenrec Gene-order conservation score"	"homologs"
"1817"	"etelfairi_homolog_wga_coverage"	"Lesser hedgehog tenrec Whole-genome alignment coverage"	"homologs"
"1818"	"etelfairi_homolog_orthology_confidence"	"Lesser hedgehog tenrec orthology confidence [0 low, 1 high]"	"homologs"
"1819"	"enaucrates_homolog_ensembl_gene"	"Live sharksucker gene stable ID"	"homologs"
"1820"	"enaucrates_homolog_associated_gene_name"	"Live sharksucker gene name"	"homologs"
"1821"	"enaucrates_homolog_ensembl_peptide"	"Live sharksucker protein or transcript stable ID"	"homologs"
"1822"	"enaucrates_homolog_chromosome"	"Live sharksucker chromosome/scaffold name"	"homologs"
"1823"	"enaucrates_homolog_chrom_start"	"Live sharksucker chromosome/scaffold start (bp)"	"homologs"
"1824"	"enaucrates_homolog_chrom_end"	"Live sharksucker chromosome/scaffold end (bp)"	"homologs"
"1825"	"enaucrates_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1826"	"enaucrates_homolog_subtype"	"Last common ancestor with Live sharksucker"	"homologs"
"1827"	"enaucrates_homolog_orthology_type"	"Live sharksucker homology type"	"homologs"
"1828"	"enaucrates_homolog_perc_id"	"%id. target Live sharksucker gene identical to query gene"	"homologs"
"1829"	"enaucrates_homolog_perc_id_r1"	"%id. query gene identical to target Live sharksucker gene"	"homologs"
"1830"	"enaucrates_homolog_goc_score"	"Live sharksucker Gene-order conservation score"	"homologs"
"1831"	"enaucrates_homolog_wga_coverage"	"Live sharksucker Whole-genome alignment coverage"	"homologs"
"1832"	"enaucrates_homolog_orthology_confidence"	"Live sharksucker orthology confidence [0 low, 1 high]"	"homologs"
"1833"	"clanigera_homolog_ensembl_gene"	"Long-tailed chinchilla gene stable ID"	"homologs"
"1834"	"clanigera_homolog_associated_gene_name"	"Long-tailed chinchilla gene name"	"homologs"
"1835"	"clanigera_homolog_ensembl_peptide"	"Long-tailed chinchilla protein or transcript stable ID"	"homologs"
"1836"	"clanigera_homolog_chromosome"	"Long-tailed chinchilla chromosome/scaffold name"	"homologs"
"1837"	"clanigera_homolog_chrom_start"	"Long-tailed chinchilla chromosome/scaffold start (bp)"	"homologs"
"1838"	"clanigera_homolog_chrom_end"	"Long-tailed chinchilla chromosome/scaffold end (bp)"	"homologs"
"1839"	"clanigera_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
